ID,Location,Price,Beds,Baths,House Size,Land Size,New,Garden,Security,AC,Near Service,Stories,Parking,Luxury,Pantry,Hot Water,Roller Gate,CCTV,Tiled,Designed,TV Lobby
683,18,22800000,4,4,1885,5.5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
684,22,14000000,3,2,1200,9.7,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
685,9,20000000,4,3,2700,10,1,1,0,0,0,2,1,1,1,0,1,0,1,0,0
686,35,37500000,3,1,1200,10.56,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
687,35,57000000,4,3,3000,7.5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
690,18,22500000,3,2,1800,10.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
691,7,15000000,3,2,2000,8.25,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
693,9,31000000,4,5,4000,10,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0
694,11,32500000,4,4,3200,10,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0
695,11,57500000,5,5,3800,20,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0
696,29,5000000,2,1,1200,18,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
697,11,34000000,4,4,3300,8,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
698,11,42000000,5,5,4000,12.5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
699,18,18000000,3,3,1800,10.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
700,7,23000000,5,2,2500,8.6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
701,25,6900000,4,2,1500,10,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
703,4,50000000,3,2,2500,6.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
704,22,16500000,6,3,2800,18,1,1,0,0,1,2,1,1,1,0,1,0,1,1,0
705,28,39500000,4,4,4000,20,1,0,0,0,1,3,1,0,1,0,0,0,0,0,0
706,7,27500000,4,4,3000,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
708,22,16000000,4,4,3200,7.2,1,1,0,0,1,3,1,1,1,1,0,0,0,0,0
709,9,19500000,4,3,2850,7.5,1,0,0,1,0,2,1,1,1,1,1,0,0,1,1
710,33,9600000,3,2,650,5.9,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
713,12,45000000,3,2,2000,5.6,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
714,23,21000000,4,3,2000,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
715,30,57000000,5,5,3000,10.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
716,17,6900000,2,2,1077,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
717,17,9500000,3,1,2000,9.7,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
718,24,37500000,3,3,3200,6,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
719,25,11200000,3,3,1580,8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
720,30,28500000,4,3,2500,6,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
722,34,60000000,4,3,2000,13.1,0,0,0,1,1,3,1,1,1,1,1,0,0,1,0
723,17,18000000,3,3,2300,6.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
724,31,47000000,5,3,4500,7.9,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0
725,29,7900000,3,3,1600,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
726,18,17500000,4,2,714,5.35,0,0,0,1,0,2,0,1,1,0,0,0,1,0,1
727,1,10000000,2,1,700,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
728,25,9000000,3,3,1480,7.5,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
729,31,14000000,3,2,800,10.02,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
731,23,26500000,3,2,1700,7.5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
732,5,18000000,5,2,1582,5.4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
733,31,21000000,3,2,1950,11.8,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
734,16,52500000,4,3,4500,12,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
736,23,14000000,3,1,800,3.8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
738,24,40000000,4,4,3000,6,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0
740,21,60000000,3,3,1000,120,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
741,30,39000000,4,4,3600,30,1,0,0,0,1,3,1,1,1,1,1,0,0,0,0
742,17,28500000,5,4,3500,10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
743,25,7900000,3,2,2000,10,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0
744,19,6800000,2,2,1200,4.2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
745,17,24000000,4,4,2900,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
747,17,22500000,4,4,2800,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
748,17,30000000,4,4,2900,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
749,36,2500000,2,1,1400,4,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
750,7,36000000,4,3,3050,10.5,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0
751,11,31000000,5,4,38000,7.5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
752,22,10900000,2,2,865,11.95,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
754,31,29000000,4,3,2800,8.33,1,1,0,0,0,2,1,1,1,0,1,0,1,0,1
756,12,55000000,4,3,3000,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
757,11,41000000,4,4,3750,17,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
758,9,26000000,5,4,3300,8.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
760,1,19000000,3,3,2400,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
762,23,11500000,3,1,900,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
763,9,8300000,2,1,1600,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
764,24,29500000,3,4,2600,6,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
765,17,23000000,4,4,2800,9,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
766,17,23000000,3,3,2400,10,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
767,17,11800000,3,3,1500,8,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
768,17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
769,11,20000000,5,3,2900,10.5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
770,23,20000000,4,4,2680,4.5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1
773,22,8900000,3,2,1450,10,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0
774,22,24000000,5,4,3400,11.5,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0
779,7,31500000,4,3,3150,6.5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
780,7,17500000,6,3,2200,6.7,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
781,17,46000000,4,4,3500,11.8,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0
782,10,25000000,2,2,800,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
783,11,38000000,3,3,5000,21.8,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
785,16,7285000,3,2,1072,6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
786,16,18000000,3,3,2650,8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
788,7,34000000,4,3,3500,6.3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
789,36,9000000,2,1,1100,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
790,22,16500000,5,2,2524,8.5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
791,9,31000000,4,5,4000,10,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0
792,1,19500000,5,3,3200,11.5,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0
793,11,32500000,4,4,3200,10,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0
794,1,25000000,4,2,2500,14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
795,1,22000000,5,4,2900,9.8,0,0,1,1,1,2,1,1,1,1,1,1,0,1,1
796,18,30000000,5,4,3500,16,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
797,9,19000000,4,4,2400,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
799,18,50000000,6,5,3600,17.6,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
800,24,55000000,5,6,3750,12,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
801,8,6500000,3,1,1000,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
802,9,13500000,3,3,1650,10,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
803,24,34000000,2,2,1300,7.2,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
804,9,28000000,5,4,2500,16,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
805,36,27500000,5,2,2300,5,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
806,11,16500000,2,2,1000,6,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0
808,17,25000000,4,3,2240,10,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
809,17,30000000,5,4,2600,10,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0
810,25,14500000,5,2,3000,25.5,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
811,11,34000000,4,4,3300,8,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0
812,17,21500000,4,3,2850,6,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
813,11,21500000,4,3,2200,6.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
815,1,24800000,4,4,2500,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
817,18,18000000,3,3,1800,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
818,8,12000000,3,3,2722.5,20,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
819,1,4800000,1,1,680,3.6,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
820,17,22500000,4,4,2800,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
821,24,16000000,2,1,1960,7.3,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0
822,17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
823,17,24000000,4,4,2900,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
824,11,43000000,6,3,2500,20,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
825,17,18000000,4,4,2200,7,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
826,17,16000000,3,3,1600,10,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
827,24,46000000,4,4,2800,16,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
828,2,6350000,3,2,1400,5.7,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1
829,18,24000000,4,4,2850,8,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
830,22,15000000,3,1,1300,11,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
831,8,22000000,4,3,1820,7.63,0,1,0,1,0,3,1,1,1,0,0,0,0,0,0
833,1,11500000,3,1,1200,7.5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
834,17,26500000,5,3,2400,6.35,1,0,0,0,0,2,1,0,1,0,1,0,0,1,1
836,28,26000000,4,4,3600,10,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
837,31,5500000,2,1,850,4.5,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
838,4,28000000,4,4,1700,3.5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
839,16,25000000,8,6,3000,18,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
840,11,18500000,4,2,1850,17,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
841,18,37000000,4,4,2900,10,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0
843,24,42500000,6,3,3000,5.9,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
844,11,53000000,5,4,4000,10.25,1,0,0,0,0,2,1,1,1,0,0,0,0,1,0
845,11,21000000,4,3,2650,11,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
849,8,8900000,3,2,1200,10,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0
850,30,13500000,3,2,900,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
851,22,11500000,3,2,1300,7.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
852,22,8500000,3,2,1250,8,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
853,29,3600000,2,1,1200,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
854,34,20000000,5,4,4000,18,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
856,18,36000000,3,3,3000,9,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
857,33,18000000,5,3,2000,7.23,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0
858,11,27500000,5,4,3500,10,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
860,1,13000000,3,3,1200,10,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0
861,33,21000000,4,2,2000,7.3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
863,22,12000000,1,1,1480,10.7,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0
867,9,8500000,3,2,1320,10.4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
868,25,8000000,2,1,1250,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
869,17,16000000,6,3,4500,12,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
870,17,30000000,4,4,2900,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
871,22,31500000,4,3,2150,8.7,1,1,0,1,0,2,1,1,1,1,1,0,1,0,1
873,18,16500000,3,4,2200,7.1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
874,17,12800000,3,3,1300,7.9,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
875,2,21500000,3,2,1200,11,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1
876,17,33000000,6,6,3900,12,1,1,0,0,0,3,1,0,1,0,0,0,0,0,0
877,1,9800000,3,2,1500,6,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
878,1,14200000,3,3,1580,10,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
879,9,19000000,4,4,2620,8,1,1,0,0,1,2,1,0,1,0,1,0,0,0,0
882,24,45000000,3,2,2000,9.6,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
884,18,7000000,2,1,1497,6,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
885,1,9800000,3,3,2100,7.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
887,9,19000000,4,4,2600,8.5,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1
888,7,27500000,4,3,2550,8.5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
889,9,18000000,4,4,2200,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
890,31,29000000,4,3,2800,8.33,1,1,0,0,0,2,1,1,1,0,1,0,1,0,1
895,24,12500000,2,1,1000,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
896,11,35000000,4,4,3150,8,1,0,0,0,1,3,1,1,1,0,0,0,0,0,0
897,17,19000000,3,3,2400,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
898,17,26000000,5,5,4000,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
899,18,18000000,3,3,1800,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
901,17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
902,17,20000000,4,4,2500,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
903,17,24000000,4,4,2900,7,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
904,17,22500000,4,4,2800,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
905,9,8300000,2,1,1600,12,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
906,22,13200000,3,3,1600,12,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
907,9,27000000,5,4,5480,12.8,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0
909,17,16000000,3,3,1600,10,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
910,17,18000000,4,4,2200,7,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
911,17,26000000,5,4,3300,8.5,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
912,17,23000000,4,4,2800,9,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
913,18,14900000,2,2,1000,7,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
915,22,17500000,4,4,2800,10,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0
916,17,46000000,4,4,3500,11.8,1,1,0,1,1,2,1,1,1,1,1,0,0,0,0
917,18,45000000,5,5,3280,7.5,1,0,1,1,1,3,1,1,1,0,0,1,0,0,1
918,22,23500000,5,5,3400,9.5,1,0,1,1,1,3,1,1,1,0,0,1,1,1,0
919,31,39500000,5,4,3200,6.2,1,0,1,0,1,3,1,1,1,1,0,1,0,0,0
920,1,26000000,4,4,3800,10,1,1,1,1,1,2,1,1,1,0,1,1,0,1,0
921,23,29000000,4,4,2500,4,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0
922,23,25000000,3,4,1500,4,1,1,0,0,0,2,1,0,1,0,1,0,1,0,0
924,21,3800000,4,1,1200,12,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
925,22,18500000,4,4,2000,9,1,1,1,0,1,2,1,0,1,0,1,1,0,0,0
926,11,21500000,4,3,2850,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
929,17,26000000,5,4,2850,8.5,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1
930,8,12000000,4,3,1800,8.5,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
931,22,21000000,4,3,2200,7,1,0,1,1,1,2,1,1,1,1,0,1,0,0,0
932,17,22500000,4,4,2850,8,1,0,0,0,1,2,1,1,1,0,1,0,0,0,0
934,17,18800000,4,4,2250,6.5,1,0,1,1,0,2,1,1,1,1,1,1,0,0,0
936,28,12500000,3,2,1700,10,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
937,9,40230000,3,2,2600,27,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
939,28,26000000,3,2,2750,35,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
940,24,41000000,4,3,2000,6,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
941,22,13000000,3,2,1600,11.5,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
942,9,11450000,3,3,1340,9.3,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
943,16,27000000,4,2,2500,8.35,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0
944,9,29500000,4,3,4500,11,1,0,0,0,1,2,1,1,1,0,1,0,1,0,0
945,17,21000000,4,4,2450,7,1,1,0,0,0,2,1,0,1,0,0,0,1,0,0
946,18,45000000,4,3,3500,10,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0
947,1,20000000,4,3,2850,10.8,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0
948,22,39500000,5,4,3500,13,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
949,22,47500000,4,3,2650,20,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
950,9,8700000,3,2,1340,9.5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
951,16,55000000,5,4,4100,11.5,1,0,0,0,0,3,1,1,1,0,0,0,0,1,0
952,11,26500000,4,3,1800,6,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
953,25,7800000,2,1,1200,15,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
955,2,15900000,4,3,3900,11,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0
956,24,47000000,5,4,4800,8,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0
957,1,13800000,3,3,1750,10,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
958,7,31500000,5,3,3700,6.5,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
960,11,25000000,4,4,2650,10,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
961,7,33000000,4,4,4200,13.5,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1
962,22,10500000,3,2,900,4,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
963,24,40000000,6,3,2500,7,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
964,22,47500000,12,7,6500,13.5,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
965,9,11000000,3,2,2000,7,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0
968,1,14200000,3,3,1650,10,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
969,11,22000000,6,3,3500,13.8,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1
970,2,22750000,3,3,2600,7,1,0,0,0,1,2,1,1,1,1,1,0,1,1,1
971,17,20000000,4,4,2500,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
972,22,12800000,3,3,1350,7.67,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0
973,7,38000000,7,5,6000,13,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
974,17,46000000,5,4,4500,11,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0
975,6,2500000,2,1,900,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
979,21,14000000,3,3,2000,8,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
980,25,17000000,5,2,2950,11.9,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0
981,16,6800000,4,2,1200,6,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0
982,9,18000000,2,2,2500,18.2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
983,11,30000000,4,4,3000,10,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0
984,3,7000000,2,1,1200,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
986,17,42000000,5,4,2500,20,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
988,19,12000000,2,1,5000,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
989,2,18000000,3,2,1800,8,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0
993,20,5000000,2,1,1200,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
994,17,19000000,3,4,2400,10,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
995,17,30000000,4,4,3900,8,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0
997,25,9000000,3,3,1480,7.5,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0
998,33,33000000,4,4,2700,8,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0
999,15,22000000,3,3,2550,10,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0
